number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,booking status,reservation_month,reservation_dayofweek,total_nights,price_per_night,is_family,total_guests,weekend_share,previous_bookings,previous_cancel_ratio,has_special_requests,Booking_ID
1,0,2,3,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,131.88,1,0,11,1,5,21.98,0,1,0.3333333333333333,0,0.0,1,INN34679
2,0,0,2,Meal Plan 1,0,Room_Type 5,34,Online,0,0,0,144.0,0,0,10,4,2,48.0,0,2,0.0,0,0.0,0,INN34681
2,0,1,3,Not Selected,0,Room_Type 1,74,Online,0,0,0,74.8,0,1,12,2,4,14.959999999999999,0,2,0.2,0,0.0,0,INN34682
2,0,0,1,Not Selected,0,Room_Type 1,54,Online,0,0,0,125.1,0,1,8,6,1,62.55,0,2,0.0,0,0.0,0,INN34683
2,2,2,2,Meal Plan 1,0,Room_Type 6,221,Online,0,0,0,187.0,0,1,7,0,4,37.4,1,4,0.4,0,0.0,0,INN34684
2,0,0,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,159.0,3,0,9,5,1,79.5,0,2,0.0,0,0.0,1,INN34686
2,0,0,1,Meal Plan 1,0,Room_Type 1,69,Online,0,0,0,135.9,1,0,5,3,1,67.95,0,2,0.0,0,0.0,1,INN34689
2,0,0,3,Meal Plan 1,0,Room_Type 1,72,Online,0,0,0,67.22,1,0,3,5,3,16.805,0,2,0.0,0,0.0,1,INN34690
2,1,0,2,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,169.0,1,0,10,3,2,56.333333333333336,1,3,0.0,0,0.0,1,INN34691
3,0,0,2,Meal Plan 1,0,Room_Type 4,37,Online,0,0,0,158.4,2,0,10,4,2,52.800000000000004,0,3,0.0,0,0.0,1,INN34692
2,0,1,3,Not Selected,0,Room_Type 1,21,Offline,0,0,0,59.5,0,0,11,5,4,11.9,0,2,0.2,0,0.0,0,INN34694
2,2,1,0,Meal Plan 1,0,Room_Type 6,0,Online,0,0,0,177.0,0,0,7,2,1,88.5,1,4,0.5,0,0.0,0,INN34695
2,0,0,1,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,81.9,0,1,2,1,1,40.95,0,2,0.0,0,0.0,0,INN34696
2,0,2,3,Meal Plan 1,0,Room_Type 4,192,Online,0,0,0,99.45,0,1,7,0,5,16.575,0,2,0.3333333333333333,0,0.0,0,INN34697
2,0,1,3,Meal Plan 1,0,Room_Type 1,49,Offline,0,0,0,67.32,0,0,3,2,4,13.463999999999999,0,2,0.2,0,0.0,0,INN34699
1,0,0,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,155.0,1,0,10,4,1,77.5,0,1,0.0,0,0.0,1,INN34700
1,0,0,1,Meal Plan 1,0,Room_Type 1,22,Online,0,0,0,149.0,2,0,9,5,1,74.5,0,1,0.0,0,0.0,1,INN34701
2,0,2,3,Meal Plan 1,0,Room_Type 1,172,Offline,0,0,0,80.75,0,0,10,1,5,13.458333333333334,0,2,0.3333333333333333,0,0.0,0,INN34703
2,0,1,3,Meal Plan 1,0,Room_Type 4,160,Online,0,0,0,132.3,0,1,10,2,4,26.46,0,2,0.2,0,0.0,0,INN34704
1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,130.0,2,0,10,5,1,65.0,0,1,0.0,0,0.0,1,INN34705
3,0,1,0,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,146.0,3,0,9,2,1,73.0,0,3,0.5,0,0.0,1,INN34707
2,0,2,1,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,38.67,1,0,12,1,3,9.6675,0,2,0.5,0,0.0,1,INN34708
3,0,1,1,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,163.8,2,0,5,2,2,54.6,0,3,0.3333333333333333,0,0.0,1,INN34711
2,0,0,1,Meal Plan 1,0,Room_Type 2,71,Online,0,0,0,108.0,1,0,10,6,1,54.0,0,2,0.0,0,0.0,1,INN34712
2,0,2,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,119.0,1,0,6,1,3,29.75,0,2,0.5,0,0.0,1,INN34713
3,0,1,1,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,137.0,1,0,4,2,2,45.666666666666664,0,3,0.3333333333333333,0,0.0,1,INN34714
2,0,1,1,Not Selected,0,Room_Type 1,24,Online,0,0,0,139.0,1,0,7,0,2,46.333333333333336,0,2,0.3333333333333333,0,0.0,1,INN34715
2,0,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,100.8,0,0,10,5,2,33.6,0,2,0.0,0,0.0,0,INN34716
2,1,0,1,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,75.0,1,0,8,0,1,37.5,1,3,0.0,0,0.0,1,INN34717
3,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,161.0,2,0,9,6,1,80.5,0,3,0.0,0,0.0,1,INN34719
0,2,0,3,Meal Plan 1,0,Room_Type 2,76,Online,0,0,0,127.38,3,0,9,4,3,31.845,1,2,0.0,0,0.0,1,INN34721
2,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,126.0,1,0,9,5,2,42.0,0,2,0.0,0,0.0,1,INN34722
1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Complementary,1,0,8,0.0,1,0,10,3,2,0.0,0,1,0.3333333333333333,8,0.0,1,INN34723
2,0,1,1,Not Selected,0,Room_Type 1,41,Online,0,0,0,107.1,1,1,4,2,2,35.699999999999996,0,2,0.3333333333333333,0,0.0,1,INN34724
3,0,2,3,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,141.95,2,0,5,1,5,23.65833333333333,0,3,0.3333333333333333,0,0.0,1,INN34726
2,0,1,5,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,72.25,0,1,8,3,6,10.321428571428571,0,2,0.14285714285714285,0,0.0,0,INN34727
2,0,2,2,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,121.75,1,0,10,0,4,24.35,0,2,0.4,0,0.0,1,INN34729
0,2,1,1,Meal Plan 1,0,Room_Type 2,178,Online,0,0,0,88.77,0,1,8,0,2,29.59,1,2,0.3333333333333333,0,0.0,0,INN34731
1,0,2,2,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,135.0,0,1,4,1,4,27.0,0,1,0.4,0,0.0,0,INN34732
3,0,1,4,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,122.4,2,0,9,4,5,20.400000000000002,0,3,0.16666666666666666,0,0.0,1,INN34734
2,0,0,3,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,65.83,2,0,3,5,3,16.4575,0,2,0.0,0,0.0,1,INN34735
1,0,0,3,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,80.67,1,0,1,5,3,20.1675,0,1,0.0,0,0.0,1,INN34736
3,0,2,3,Meal Plan 1,0,Room_Type 4,113,Online,0,0,0,151.2,0,0,10,1,5,25.2,0,3,0.3333333333333333,0,0.0,0,INN34737
2,0,2,2,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,118.8,0,1,10,0,4,23.759999999999998,0,2,0.4,0,0.0,0,INN34738
2,0,1,2,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,75.0,2,0,7,2,3,18.75,0,2,0.25,0,0.0,1,INN34739
2,0,1,3,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,95.0,0,0,6,2,4,19.0,0,2,0.2,0,0.0,0,INN34740
2,0,2,2,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,121.61,0,0,4,0,4,24.322,0,2,0.4,0,0.0,0,INN34741
2,0,1,4,Meal Plan 1,1,Room_Type 1,0,Online,0,0,0,114.0,0,0,3,2,5,19.0,0,2,0.16666666666666666,0,0.0,0,INN34742
2,0,1,2,Not Selected,0,Room_Type 1,88,Online,0,0,0,116.1,0,1,6,6,3,29.025,0,2,0.25,0,0.0,0,INN34744
2,0,2,1,Meal Plan 1,0,Room_Type 1,69,Offline,0,0,0,68.0,0,0,11,1,3,17.0,0,2,0.5,0,0.0,0,INN34745
2,0,2,0,Not Selected,0,Room_Type 1,9,Online,0,0,0,153.0,2,0,8,1,2,51.0,0,2,0.6666666666666666,0,0.0,1,INN34749
2,1,2,0,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,134.1,0,0,8,1,2,44.699999999999996,1,3,0.6666666666666666,0,0.0,0,INN34750
1,0,0,0,Meal Plan 1,0,Room_Type 4,1,Complementary,0,0,0,0.0,0,0,10,6,0,0.0,0,1,0.0,0,0.0,0,INN34751
2,0,0,1,Meal Plan 1,0,Room_Type 1,115,Online,0,0,0,90.9,1,0,10,4,1,45.45,0,2,0.0,0,0.0,1,INN34755
2,0,0,1,Meal Plan 1,0,Room_Type 1,50,Online,0,0,0,90.9,0,0,4,6,1,45.45,0,2,0.0,0,0.0,0,INN34756
2,0,1,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,89.0,1,0,1,0,3,22.25,0,2,0.25,0,0.0,1,INN34757
1,1,0,3,Meal Plan 1,0,Room_Type 4,80,Online,0,0,0,114.9,1,0,12,3,3,28.725,1,2,0.0,0,0.0,1,INN34760
2,0,1,2,Meal Plan 1,0,Room_Type 1,14,Online,0,0,0,95.04,0,0,10,3,3,23.76,0,2,0.25,0,0.0,0,INN34761
2,0,1,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,116.0,1,0,10,1,2,38.666666666666664,0,2,0.3333333333333333,0,0.0,1,INN34765
3,0,0,4,Meal Plan 1,0,Room_Type 4,127,Online,0,0,0,139.95,2,0,7,4,4,27.99,0,3,0.0,0,0.0,1,INN34766
2,0,0,3,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,123.2,1,0,11,5,3,30.8,0,2,0.0,0,0.0,1,INN34768
1,0,0,1,Meal Plan 1,0,Room_Type 1,7,Complementary,1,0,6,0.0,1,0,5,3,1,0.0,0,1,0.0,6,0.0,1,INN34769
2,0,0,3,Meal Plan 1,0,Room_Type 1,174,Online,0,0,0,90.9,3,0,11,3,3,22.725,0,2,0.0,0,0.0,1,INN34770
2,0,1,3,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,69.11,0,0,10,3,4,13.822,0,2,0.2,0,0.0,0,INN34771
2,0,0,1,Meal Plan 1,1,Room_Type 1,9,Online,0,0,0,168.0,3,0,9,5,1,84.0,0,2,0.0,0,0.0,1,INN34774
2,2,1,2,Meal Plan 1,0,Room_Type 6,5,Online,0,0,0,201.0,2,0,4,6,3,50.25,1,4,0.25,0,0.0,1,INN34778
1,0,2,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,99.0,0,0,11,1,5,16.5,0,1,0.3333333333333333,0,0.0,0,INN34779
2,0,1,2,Not Selected,0,Room_Type 1,27,Online,0,0,0,139.0,1,1,8,2,3,34.75,0,2,0.25,0,0.0,1,INN34780
2,0,1,1,Not Selected,0,Room_Type 1,33,Offline,0,0,0,85.5,0,0,9,0,2,28.5,0,2,0.3333333333333333,0,0.0,0,INN34781
2,0,2,1,Not Selected,0,Room_Type 1,57,Online,0,0,0,78.69,1,0,10,1,3,19.6725,0,2,0.5,0,0.0,1,INN34782
2,0,0,5,Meal Plan 1,0,Room_Type 4,36,Offline,0,0,0,60.0,0,0,11,4,5,10.0,0,2,0.0,0,0.0,0,INN34784
2,0,1,3,Not Selected,0,Room_Type 1,213,Online,0,0,0,80.75,0,1,8,2,4,16.15,0,2,0.2,0,0.0,0,INN34786
2,0,1,0,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,120.0,3,0,11,2,1,60.0,0,2,0.5,0,0.0,1,INN34787
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,64.0,0,0,1,6,1,32.0,0,1,0.0,0,0.0,0,INN34788
1,0,2,1,Meal Plan 1,0,Room_Type 4,130,Online,0,0,0,104.4,2,0,10,0,3,26.1,0,1,0.5,0,0.0,1,INN34789
2,1,2,5,Meal Plan 1,0,Room_Type 1,150,Online,0,0,0,120.82,0,1,7,5,7,15.1025,1,3,0.25,0,0.0,0,INN34791
2,0,1,5,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,101.99,1,0,9,2,6,14.569999999999999,0,2,0.14285714285714285,0,0.0,1,INN34792
2,0,1,4,Meal Plan 1,0,Room_Type 1,276,Online,0,0,0,81.43,0,1,12,4,5,13.571666666666667,0,2,0.16666666666666666,0,0.0,0,INN34793
2,0,1,1,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,76.5,1,0,8,1,2,25.5,0,2,0.3333333333333333,0,0.0,1,INN34795
2,0,2,3,Meal Plan 1,0,Room_Type 4,241,Online,0,0,0,75.92,1,0,10,1,5,12.653333333333334,0,2,0.3333333333333333,0,0.0,1,INN34796
2,1,0,4,Meal Plan 1,1,Room_Type 1,0,Corporate,0,0,0,107.0,3,0,10,4,4,21.4,1,3,0.0,0,0.0,1,INN34800
2,2,1,1,Meal Plan 1,0,Room_Type 6,2,Online,0,0,0,211.0,2,0,4,0,2,70.33333333333333,1,4,0.3333333333333333,0,0.0,1,INN34801
2,0,1,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,90.33,0,0,12,0,3,22.5825,0,2,0.25,0,0.0,0,INN34802
3,0,1,1,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,137.7,2,0,7,2,2,45.9,0,3,0.3333333333333333,0,0.0,1,INN34803
1,0,2,1,Meal Plan 1,0,Room_Type 1,4,Corporate,1,0,2,66.0,0,0,2,2,3,16.5,0,1,0.5,2,0.0,0,INN34804
2,0,2,5,Meal Plan 1,0,Room_Type 4,125,Online,0,0,0,113.41,0,1,7,6,7,14.17625,0,2,0.25,0,0.0,0,INN34805
2,0,1,3,Meal Plan 1,0,Room_Type 4,204,Online,0,0,0,99.45,0,1,8,2,4,19.89,0,2,0.2,0,0.0,0,INN34810
2,0,1,3,Meal Plan 1,0,Room_Type 1,33,Corporate,0,0,0,64.0,0,0,1,3,4,12.8,0,2,0.2,0,0.0,0,INN34811
2,0,0,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,155.0,2,0,9,4,1,77.5,0,2,0.0,0,0.0,1,INN34814
3,0,0,5,Meal Plan 1,0,Room_Type 4,35,Online,0,0,0,136.62,3,0,4,3,5,22.77,0,3,0.0,0,0.0,1,INN34816
3,0,0,1,Meal Plan 1,0,Room_Type 4,48,Online,0,0,0,142.2,2,0,9,6,1,71.1,0,3,0.0,0,0.0,1,INN34817
2,0,1,1,Not Selected,0,Room_Type 4,0,Online,0,0,0,96.6,1,0,8,0,2,32.199999999999996,0,2,0.3333333333333333,0,0.0,1,INN34818
2,0,1,2,Meal Plan 1,0,Room_Type 4,157,Online,0,0,0,114.3,2,1,5,2,3,28.575,0,2,0.25,0,0.0,1,INN34819
2,0,2,0,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,109.8,3,0,9,1,2,36.6,0,2,0.6666666666666666,0,0.0,1,INN34820
2,0,0,3,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,108.3,0,1,5,3,3,27.075,0,2,0.0,0,0.0,0,INN34821
2,0,3,10,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,98.62,2,1,8,4,13,7.0442857142857145,0,2,0.21428571428571427,0,0.0,1,INN34822
2,0,1,3,Not Selected,0,Room_Type 1,195,Online,0,0,0,80.75,0,1,7,2,4,16.15,0,2,0.2,0,0.0,0,INN34824
2,1,2,5,Meal Plan 2,0,Room_Type 1,186,Online,0,0,0,164.25,2,1,8,2,7,20.53125,1,3,0.25,0,0.0,1,INN34827
2,0,2,1,Meal Plan 1,0,Room_Type 1,271,Offline,0,0,0,87.3,0,0,12,0,3,21.825,0,2,0.5,0,0.0,0,INN34828
2,0,0,1,Meal Plan 1,0,Room_Type 5,0,Complementary,0,0,0,0.0,1,0,10,0,1,0.0,0,2,0.0,0,0.0,1,INN34830
2,0,1,2,Meal Plan 1,0,Room_Type 1,84,Online,0,0,0,126.9,0,1,5,2,3,31.725,0,2,0.25,0,0.0,0,INN34831
2,0,2,5,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,90.51,0,0,9,6,7,11.31375,0,2,0.25,0,0.0,0,INN34834
2,0,2,5,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,135.9,0,1,9,6,7,16.9875,0,2,0.25,0,0.0,0,INN34835
3,0,0,1,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,177.0,0,0,6,6,1,88.5,0,3,0.0,0,0.0,0,INN34836
2,0,0,3,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,118.0,0,0,12,6,3,29.5,0,2,0.0,0,0.0,0,INN34837
2,0,2,5,Meal Plan 1,0,Room_Type 1,189,Online,0,0,0,99.45,1,1,8,0,7,12.43125,0,2,0.25,0,0.0,1,INN34839
2,0,2,1,Not Selected,0,Room_Type 1,67,Online,0,0,0,85.5,0,1,4,1,3,21.375,0,2,0.5,0,0.0,0,INN34840
2,0,2,3,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,99.45,1,1,8,5,5,16.575,0,2,0.3333333333333333,0,0.0,1,INN34843
2,1,1,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,127.0,0,1,3,6,3,31.75,1,3,0.25,0,0.0,0,INN34844
2,0,0,3,Not Selected,0,Room_Type 1,65,Online,0,0,0,125.1,1,0,9,3,3,31.275,0,2,0.0,0,0.0,1,INN34845
3,0,1,4,Meal Plan 1,0,Room_Type 4,186,Online,0,0,0,130.05,1,1,8,2,5,21.675,0,3,0.16666666666666666,0,0.0,1,INN34846
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Corporate,0,0,0,109.65,0,0,11,5,1,54.825,0,1,0.0,0,0.0,0,INN34847
2,2,2,1,Meal Plan 1,0,Room_Type 6,32,Online,0,0,0,197.7,2,0,9,0,3,49.425,1,4,0.5,0,0.0,1,INN34848
2,0,2,5,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,114.3,0,1,7,2,7,14.2875,0,2,0.25,0,0.0,0,INN34849
3,0,0,1,Meal Plan 1,0,Room_Type 4,118,Online,0,0,0,137.7,1,0,7,4,1,68.85,0,3,0.0,0,0.0,1,INN34852
2,0,1,4,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,75.95,1,0,2,3,5,12.658333333333333,0,2,0.16666666666666666,0,0.0,1,INN34853
2,0,0,3,Meal Plan 1,0,Room_Type 4,1,Offline,0,0,0,75.0,0,0,9,4,3,18.75,0,2,0.0,0,0.0,0,INN34854
2,0,2,4,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,118.15,1,0,9,1,6,16.87857142857143,0,2,0.2857142857142857,0,0.0,1,INN34856
3,0,2,0,Meal Plan 1,0,Room_Type 4,45,Online,0,0,0,168.3,0,1,5,1,2,56.1,0,3,0.6666666666666666,0,0.0,0,INN34857
3,0,0,2,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,168.3,1,0,3,6,2,56.1,0,3,0.0,0,0.0,1,INN34859
2,0,2,5,Not Selected,0,Room_Type 1,47,Online,0,0,0,74.8,1,1,11,1,7,9.35,0,2,0.25,0,0.0,1,INN34861
1,0,2,6,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,63.75,0,1,3,0,8,7.083333333333333,0,1,0.2222222222222222,0,0.0,0,INN34863
2,0,2,3,Not Selected,0,Room_Type 1,95,Online,0,0,0,77.35,0,1,4,6,5,12.891666666666666,0,2,0.3333333333333333,0,0.0,0,INN34865
2,0,2,2,Not Selected,0,Room_Type 1,15,Online,0,0,0,129.0,1,1,8,0,4,25.8,0,2,0.4,0,0.0,1,INN34866
1,0,2,0,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,87.78,1,0,9,2,2,29.26,0,1,0.6666666666666666,0,0.0,1,INN34867
2,0,2,2,Not Selected,0,Room_Type 1,162,Online,0,0,0,80.75,0,1,8,0,4,16.15,0,2,0.4,0,0.0,0,INN34868
1,0,1,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,85.0,0,1,2,3,3,21.25,0,1,0.25,0,0.0,0,INN34871
2,1,2,1,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,152.1,0,0,8,0,3,38.025,1,3,0.5,0,0.0,0,INN34873
2,0,2,3,Meal Plan 1,0,Room_Type 1,129,Online,0,0,0,80.5,1,0,8,5,5,13.416666666666666,0,2,0.3333333333333333,0,0.0,1,INN34874
2,0,2,2,Meal Plan 1,0,Room_Type 1,136,Offline,0,0,0,80.75,0,0,9,1,4,16.15,0,2,0.4,0,0.0,0,INN34875
1,0,1,3,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,63.8,0,0,1,3,4,12.76,0,1,0.2,0,0.0,0,INN34880
2,0,0,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,91.5,0,0,12,6,2,30.5,0,2,0.0,0,0.0,0,INN34881
3,0,0,3,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,118.58,1,0,11,5,3,29.645,0,3,0.0,0,0.0,1,INN34883
2,0,2,6,Meal Plan 1,0,Room_Type 1,243,Offline,0,0,0,80.75,0,0,9,3,8,8.972222222222221,0,2,0.2222222222222222,0,0.0,0,INN34884
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,73.9,1,0,1,5,1,36.95,0,1,0.0,0,0.0,1,INN34885
2,0,0,2,Meal Plan 1,0,Room_Type 1,55,Online,0,0,0,84.8,1,0,3,3,2,28.266666666666666,0,2,0.0,0,0.0,1,INN34888
0,2,2,2,Meal Plan 1,0,Room_Type 2,31,Online,0,0,0,124.25,2,0,9,6,4,24.85,1,2,0.4,0,0.0,1,INN34891
2,0,0,3,Meal Plan 1,1,Room_Type 1,51,Online,0,0,0,90.9,1,0,3,3,3,22.725,0,2,0.0,0,0.0,1,INN34893
2,0,0,3,Meal Plan 1,0,Room_Type 4,8,Online,0,0,0,159.33,1,1,6,4,3,39.8325,0,2,0.0,0,0.0,1,INN34894
2,0,0,2,Not Selected,0,Room_Type 1,36,Online,0,0,0,99.0,2,0,9,5,2,33.0,0,2,0.0,0,0.0,1,INN34895
2,0,2,1,Meal Plan 1,0,Room_Type 1,62,Offline,0,0,0,95.88,0,1,5,0,3,23.97,0,2,0.5,0,0.0,0,INN34896
2,0,0,2,Meal Plan 1,0,Room_Type 4,58,Online,0,0,0,127.0,0,0,12,5,2,42.333333333333336,0,2,0.0,0,0.0,0,INN34897
2,0,1,2,Not Selected,1,Room_Type 1,47,Online,0,0,0,81.5,1,0,2,0,3,20.375,0,2,0.25,0,0.0,1,INN34898
1,0,0,2,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,113.0,0,0,10,4,2,37.666666666666664,0,1,0.0,0,0.0,0,INN34899
2,0,2,4,Not Selected,0,Room_Type 1,77,Online,0,0,0,94.5,0,1,7,0,6,13.5,0,2,0.2857142857142857,0,0.0,0,INN34900
2,0,1,2,Meal Plan 1,0,Room_Type 1,95,Offline,0,0,0,58.0,1,0,3,6,3,14.5,0,2,0.25,0,0.0,1,INN34902
1,0,1,0,Meal Plan 1,1,Room_Type 1,3,Corporate,1,0,3,65.0,0,0,6,2,1,32.5,0,1,0.5,3,0.0,0,INN34904
2,0,1,2,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,121.33,4,0,11,6,3,30.3325,0,2,0.25,0,0.0,1,INN34905
2,0,0,3,Meal Plan 1,0,Room_Type 1,4,Online,1,11,4,80.3,1,0,1,4,3,20.075,0,2,0.0,15,0.6875,1,INN34907
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Corporate,0,0,0,90.0,0,0,9,5,3,22.5,0,1,0.0,0,0.0,0,INN34908
2,0,2,2,Meal Plan 1,0,Room_Type 1,3,Online,1,11,10,80.1,1,0,1,1,4,16.02,0,2,0.4,21,0.5,1,INN34910
2,0,2,7,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,76.5,1,0,8,6,9,7.65,0,2,0.2,0,0.0,1,INN34911
2,1,0,4,Meal Plan 1,0,Room_Type 1,98,Online,0,0,0,106.2,1,0,11,4,4,21.240000000000002,1,3,0.0,0,0.0,1,INN34913
2,1,0,3,Meal Plan 1,0,Room_Type 1,90,Online,0,0,0,130.5,1,0,7,3,3,32.625,1,3,0.0,0,0.0,1,INN34915
2,0,1,3,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,139.28,0,1,10,2,4,27.856,0,2,0.2,0,0.0,0,INN34916
2,0,2,4,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,93.0,1,0,2,1,6,13.285714285714286,0,2,0.2857142857142857,0,0.0,1,INN34920
2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,114.0,1,0,10,4,1,57.0,0,2,0.0,0,0.0,1,INN34921
3,0,1,3,Meal Plan 1,0,Room_Type 4,93,Online,0,0,0,143.23,0,1,6,2,4,28.645999999999997,0,3,0.2,0,0.0,0,INN34922
2,0,0,2,Meal Plan 1,0,Room_Type 1,52,Online,0,0,0,78.3,1,1,2,0,2,26.099999999999998,0,2,0.0,0,0.0,1,INN34924
1,0,0,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,128.0,0,0,8,4,1,64.0,0,1,0.0,0,0.0,0,INN34925
2,0,0,3,Meal Plan 1,0,Room_Type 4,144,Online,0,0,0,149.4,2,0,9,5,3,37.35,0,2,0.0,0,0.0,1,INN34926
2,0,0,1,Meal Plan 1,0,Room_Type 1,53,Online,0,0,0,90.9,0,1,4,0,1,45.45,0,2,0.0,0,0.0,0,INN34928
3,0,2,5,Meal Plan 1,0,Room_Type 4,91,Online,0,0,0,146.7,0,0,7,1,7,18.3375,0,3,0.25,0,0.0,0,INN34929
2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,67.5,1,0,12,6,1,33.75,0,2,0.0,0,0.0,1,INN34930
1,0,1,0,Not Selected,0,Room_Type 1,8,Online,0,0,0,129.0,0,0,9,1,1,64.5,0,1,0.5,0,0.0,0,INN34933
2,0,4,5,Not Selected,0,Room_Type 1,9,Online,0,0,0,169.11,0,0,9,2,9,16.911,0,2,0.4,0,0.0,0,INN34934
3,0,2,2,Meal Plan 1,0,Room_Type 4,99,Online,0,0,0,146.7,0,1,7,1,4,29.339999999999996,0,3,0.4,0,0.0,0,INN34935
2,0,0,4,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,111.6,1,1,10,3,4,22.32,0,2,0.0,0,0.0,1,INN34936
3,0,0,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,159.0,1,0,9,0,2,53.0,0,3,0.0,0,0.0,1,INN34937
2,0,2,1,Meal Plan 2,0,Room_Type 1,12,Online,0,0,0,129.0,0,1,2,2,3,32.25,0,2,0.5,0,0.0,0,INN34938
3,0,2,2,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,142.2,0,0,7,1,4,28.439999999999998,0,3,0.4,0,0.0,0,INN34939
2,0,0,4,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,71.0,1,0,4,3,4,14.2,0,2,0.0,0,0.0,1,INN34940
2,0,1,2,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,110.1,1,0,5,6,3,27.525,0,2,0.25,0,0.0,1,INN34941
2,0,1,0,Not Selected,0,Room_Type 1,18,Online,0,0,0,129.0,1,1,9,2,1,64.5,0,2,0.5,0,0.0,1,INN34942
2,0,1,1,Not Selected,0,Room_Type 1,71,Online,0,0,0,85.5,0,0,4,2,2,28.5,0,2,0.3333333333333333,0,0.0,0,INN34943
